gene_name,aro_id,aro_name,antibiotic_class
PER-7,3002369,PER-7,
CMY-61,3002074,CMY-61,
OXA-244,3001786,OXA-244,
adeB,3000775,adeB,
OXA-175,3001659,OXA-175,
DHA-1,3002132,DHA-1,
CRP,3000518,CRP,
vatC,3002842,vatC,
KPC-19,3002329,KPC-19,
dfrA19,3003015,dfrA19,
smeE,3003056,smeE,
SHV-124,3001171,SHV-124,
CTX-M-142,3002000,CTX-M-142,
TEM-185,3001374,TEM-185,
APH(6)-Ib,3002658,APH(6)-Ib,
ErmC,3000250,ErmC,
LRA-17,3002512,LRA-17,
CTX-M-99,3001958,CTX-M-99,
TEM-63,3000931,TEM-63,
IND-10,3002266,IND-10,
SHV-33,3001091,SHV-33,
Erm(36),3000605,Erm(36),
CMY-74,3002087,CMY-74,
SHV-53,3001110,SHV-53,
QnrB37,3002752,QnrB37,
APH(6)-Ic,3002659,APH(6)-Ic,
CMY-90,3002103,CMY-90,
SHV-122,3001169,SHV-122,
CTX-M-131,3001990,CTX-M-131,
OXA-383,3001569,OXA-383,
VEB-9,3002378,VEB-9,
OXA-94,3001629,OXA-94,
LCR-1,3002997,LCR-1,
OXA-92,3001632,OXA-92,
APH(2'')-Ig,3002669,APH(2'')-Ig,
rmtB,3000860,rmtB,
CTX-M-93,3001953,CTX-M-93,
CARB-21,3003176,CARB-21,
fexA,3002704,fexA,
CTX-M-139,3001997,CTX-M-139,
OXA-5,3001400,OXA-5,
CMY-50,3002061,CMY-50,
LEN-13,3002463,LEN-13,
OXY-6-4,3002416,OXY-6-4,
ANT(6)-Ia,3002626,ANT(6)-Ia,
SHV-106,3001155,SHV-106,
OXA-36,3001430,OXA-36,
SHV-186,3003153,SHV-186,
TEM-49,3000918,TEM-49,
PER-1,3002363,PER-1,
TEM-152,3001019,TEM-152,
OKP-A-11,3002428,OKP-A-11,
VIM-25,3002295,VIM-25,
AAC(3)-IIb,3002534,AAC(3)-IIb,
KPC-15,3002325,KPC-15,
OXA-381,3001567,OXA-381,
carA,3002817,carA,
GES-10,3002339,GES-10,
mecI,3000124,mecI,
OXA-316,3001687,OXA-316,
GES-8,3002337,GES-8,
OKP-A-14,3002431,OKP-A-14,
IMP-8,3002199,IMP-8,
OXA-314,3001685,OXA-314,
OKP-A-13,3002430,OKP-A-13,
OXA-242,3001680,OXA-242,
QnrB70,3002782,QnrB70,
CTX-M-113,3001973,CTX-M-113,
TEM-125,3000987,TEM-125,
GES-1,3002330,GES-1,
OXA-104,3001636,OXA-104,
bcrB,3002988,bcrB,
QnrB48,3002763,QnrB48,
OXA-100,3001438,OXA-100,
CTX-M-77,3001938,CTX-M-77,
ErmX,3000596,ErmX,
ACT-15,3001837,ACT-15,
sul2,3000412,sul2,
APH(3')-IIb,3002645,APH(3')-IIb,
SHV-96,3001148,SHV-96,
TEM-88,3000955,TEM-88,
OXA-418,3002496,OXA-418,
OXA-64,3001613,OXA-64,
TEM-137,3001001,TEM-137,
SHV-93,3001145,SHV-93,
OXA-356,3001543,OXA-356,
CMY-69,3002082,CMY-69,
OXA-129,3001811,OXA-129,
OXA-333,3001521,OXA-333,
AAC(6')-Isa,3002563,AAC(6')-Isa,
MIR-15,3002180,MIR-15,
VEB-8,3002377,VEB-8,
otr(B),3002892,otr(B),
rphA,3000444,rphA,
tet(40),3000567,tet(40),
tet(C),3000167,tet(C),
tet(G),3000174,tet(G),
ugd,3003577,ugd,
RCP-1,3003563,RCP-1,
OKP-B-18,3002451,OKP-B-18,
cmlA4,3002694,cmlA4,
CMY-23,3002034,CMY-23,
OXA-378,3001564,OXA-378,
lmrC,3002881,lmrC,
QnrB1,3002714,QnrB1,
CTX-M-61,3001922,CTX-M-61,
CGB-1,3000841,CGB-1,
vanS gene in vanC cluster,3002933,vanS gene in vanC cluster,
OXA-112,3001643,OXA-112,
OXA-134,3001695,OXA-134,
TEM-96,3000963,TEM-96,
y56 beta-lactamase,3003558,y56 beta-lactamase,
OXA-86,3001703,OXA-86,
TEM-153,3001369,TEM-153,
GES-20,3002349,GES-20,
ErmA,3000347,ErmA,
CTX-M-4,3001867,CTX-M-4,
ErmG,3000522,ErmG,
FOX-9,3002163,FOX-9,
EreA,3000361,EreA,
SHV-66,3001121,SHV-66,
AAC(6')-Ib9,3002580,AAC(6')-Ib9,
SHV-77,3001131,SHV-77,
baeS,3000829,baeS,
CMY-77,3002090,CMY-77,
VIM-31,3002301,VIM-31,
SHV-134,3001178,SHV-134,
LEN-2,3002455,LEN-2,
AAC(6')-Ib-Hangzhou,3002592,AAC(6')-Ib-Hangzhou,
AAC(6')-Ib4,3002577,AAC(6')-Ib4,
OXA-18,3001413,OXA-18,
OKP-A-8,3002425,OKP-A-8,
BEL-1,3002385,BEL-1,
IND-1,3002256,IND-1,
TEM-209,3001386,TEM-209,
TEM-29,3000899,TEM-29,
KPC-5,3002315,KPC-5,
APH(2'')-IIIa,3002636,APH(2'')-IIIa,
SHV-25,3001083,SHV-25,
evgA,3000832,evgA,
OXA-255,3001690,OXA-255,
CTX-M-86,3001946,CTX-M-86,
APH(3')-IIc,3002646,APH(3')-IIc,
IMP-21,3002212,IMP-21,
OXA-241,3001679,OXA-241,
CTX-M-54,3001916,CTX-M-54,
TEM-28,3000898,TEM-28,
IMP-14,3002205,IMP-14,
AAC(6')-Ib-SK,3002593,AAC(6')-Ib-SK,
TEM-136,3001000,TEM-136,
SHV-74,3001128,SHV-74,
SHV-1,3001059,SHV-1,
CMY-102,3002114,CMY-102,
APH(6)-Id,3002660,APH(6)-Id,
OXA-365,3001552,OXA-365,
QnrA7,3002713,QnrA7,
cmlA1,3002693,cmlA1,
cmlB1,3002699,cmlB1,
dfrB3,3003022,dfrB3,
OXA-95,3001630,OXA-95,
SHV-76,3001130,SHV-76,
CTX-M-22,3001884,CTX-M-22,
vgaD,3002832,vgaD,
catS,3002688,catS,
QnrB33,3002748,QnrB33,
MOX-1,3002182,MOX-1,
LEN-12,3002462,LEN-12,
OXA-206,3001484,OXA-206,
SHV-2,3001060,SHV-2,
VIM-19,3002289,VIM-19,
CTX-M-114,3001974,CTX-M-114,
VIM-27,3002297,VIM-27,
APH(9)-Ib,3002663,APH(9)-Ib,
SHV-103,3001152,SHV-103,
OXY-2-10,3002405,OXY-2-10,
SHV-71,3001125,SHV-71,
QnrB73,3002785,QnrB73,
CTX-M-141,3001999,CTX-M-141,
OXA-384,3001570,OXA-384,
TEM-118,3000981,TEM-118,
AAC(6')-Ib3,3002576,AAC(6')-Ib3,
IMP-35,3002226,IMP-35,
sul1,3000410,sul1,
DHA-22,3002153,DHA-22,
OXA-37,3001431,OXA-37,
OKP-B-19,3002452,OKP-B-19,
LEN-3,3002475,LEN-3,
TEM-20,3000891,TEM-20,
IMP-37,3002228,IMP-37,
OXA-420,3003116,OXA-420,
VIM-4,3002274,VIM-4,
OXA-161,3001799,OXA-161,
SHV-158,3001197,SHV-158,
IMP-30,3002221,IMP-30,
CTX-M-7,3001870,CTX-M-7,
OXA-323,3001511,OXA-323,
LEN-5,3002456,LEN-5,
OKP-B-5,3002438,OKP-B-5,
CMY-41,3002052,CMY-41,
OXA-253,3001689,OXA-253,
CMY-14,3002025,CMY-14,
TEM-169,3001035,TEM-169,
IMP-6,3002197,IMP-6,
AAC(6')-31,3002585,AAC(6')-31,
CARB-17,3002254,CARB-17,
SHV-59,3001114,SHV-59,
TEM-79,3000946,TEM-79,
Erm(38),3000601,Erm(38),
vanB,3000013,vanB,
OXA-48,3001782,OXA-48,
OXA-245,3001787,OXA-245,
CTX-M-21,3001883,CTX-M-21,
QnrB29,3002744,QnrB29,
CMY-17,3002028,CMY-17,
acrB,3000216,acrB,
AAC(3)-VIa,3002540,AAC(3)-VIa,
NDM-5,3000467,NDM-5,
PDC-2,3002498,PDC-2,
LEN-19,3002466,LEN-19,
AAC(6')-Ig,3002554,AAC(6')-Ig,
OXA-58,3001611,OXA-58,
ANT(6)-Ib,3002629,ANT(6)-Ib,
ACT-17,3001838,ACT-17,
OXA-435,3003162,OXA-435,
arr-2,3002847,arr-2,
ErmD,3000495,ErmD,
OXA-2,3001397,OXA-2,
IMI-7,3003177,IMI-7,
APH(3')-VIa,3002652,APH(3')-VIa,
OXA-180,3001474,OXA-180,
FOX-8,3002161,FOX-8,
TEM-186,3001046,TEM-186,
OKP-B-11,3002444,OKP-B-11,
OXA-184,3001476,OXA-184,
CTX-M-64,3001925,CTX-M-64,
OXA-23,3001418,OXA-23,
CMY-19,3002030,CMY-19,
PDC-9,3002508,PDC-9,
AAC(3)-Ic,3002531,AAC(3)-Ic,
tet(H),3000175,tet(H),
tet(39),3000566,tet(39),
MexE,3000803,MexE,
MexS,3000813,MexS,
tet(J),3000177,tet(J),
tet(V),3000181,tet(V),
AAC(6')-Ii,3002556,AAC(6')-Ii,
OXA-88,3001626,OXA-88,
SHV-109,3001158,SHV-109,
MIR-6,3002171,MIR-6,
TEM-90,3000957,TEM-90,
dfrA12,3002858,dfrA12,
CMY-86,3002099,CMY-86,
OXA-169,3001469,OXA-169,
dfrA17,3002860,dfrA17,
OXA-7,3001402,OXA-7,
vanR gene in vanD cluster,3002923,vanR gene in vanD cluster,
vanZ gene in vanA cluster,3002962,vanZ gene in vanA cluster,
ErmO-srmA,3001303,ErmO-srmA,
CAU-1,3000855,CAU-1,
EBR-1,3000842,EBR-1,
CTX-M-124,3001983,CTX-M-124,
TEM-156,3001022,TEM-156,
CMY-63,3002076,CMY-63,
OXA-363,3001550,OXA-363,
AER-1,3002481,AER-1,
QnrVC5,3002802,QnrVC5,
OXA-240,3001499,OXA-240,
CTX-M-39,3001901,CTX-M-39,
KPC-3,3002313,KPC-3,
TEM-146,3001013,TEM-146,
Erm(31),3000598,Erm(31),
vanG,3002909,vanG,
SHV-22,3001080,SHV-22,
TEM-129,3000993,TEM-129,
QnrB34,3002749,QnrB34,
lsaB,3003111,lsaB,
aadA15,3002615,aadA15,
CMY-94,3002107,CMY-94,
MIR-9,3002174,MIR-9,
OKP-A-4,3002421,OKP-A-4,
norB,3000421,norB,
NDM-9,3002359,NDM-9,
OXA-360,3001547,OXA-360,
CMY-46,3002057,CMY-46,
OXA-194,3001479,OXA-194,
TEM-54,3000923,TEM-54,
QnrB22,3002737,QnrB22,
KPC-12,3002322,KPC-12,
CMY-81,3002094,CMY-81,
IMP-4,3002195,IMP-4,
mdsC,3000791,mdsC,
cmeA,3000783,cmeA,
CTX-M-105,3001965,CTX-M-105,
OXA-182,3001709,OXA-182,
OXA-176,3001660,OXA-176,
OXA-327,3001515,OXA-327,
OXA-248,3001673,OXA-248,
ErmV,3002824,ErmV,
vatB,3002841,vatB,
OXA-354,3001541,OXA-354,
mdtM,3001214,mdtM,
VEB-1,3002370,VEB-1,
ErmH,3002823,ErmH,
OXA-16,3001411,OXA-16,
SHV-55,3001111,SHV-55,
OXA-71,3001619,OXA-71,
SHV-168,3001352,SHV-168,
msrA,3000251,msrA,
CARB-22,3003151,CARB-22,
CTX-M-28,3001890,CTX-M-28,
VIM-39,3002309,VIM-39,
DHA-13,3002144,DHA-13,
SHV-173,3001357,SHV-173,
QnrB45,3002760,QnrB45,
novA,3002522,novA,
VIM-1,3002271,VIM-1,
OXA-141,3001802,OXA-141,
erm(40),3004606,erm(40),
TEM-134,3000998,TEM-134,
FosC,3000380,FosC,
SHV-119,3001340,SHV-119,
OXA-139,3001451,OXA-139,
TEM-219,3003157,TEM-219,
OCH-5,3002518,OCH-5,
OXA-231,3001670,OXA-231,
Erm(30),3001265,Erm(30),
TEM-178,3001043,TEM-178,
adeG,3000778,adeG,
aadA2,3002602,aadA2,
CMY-30,3002041,CMY-30,
CTX-M-6,3001869,CTX-M-6,
CTX-M-33,3001895,CTX-M-33,
mel,3000616,mel,
cmeR,3000526,cmeR,
MIR-13,3002178,MIR-13,
AAC(6')-Ib',3003676,AAC(6')-Ib',
CMY-53,3002064,CMY-53,
OXA-397,3001583,OXA-397,
SHV-81,3001135,SHV-81,
TEM-144,3001007,TEM-144,
aadA6/aadA10,3002622,aadA6/aadA10,
mphA,3000316,mphA,
OXY-5-1,3002411,OXY-5-1,
TEM-114,3000977,TEM-114,
AAC(2')-Ic,3002525,AAC(2')-Ic,
CMY-72,3002085,CMY-72,
H-NS,3000676,H-NS,
FOX-5,3002159,FOX-5,
CTX-M-96,3001956,CTX-M-96,
CTX-M-157,3003165,CTX-M-157,
ceoB,3003010,ceoB,
GES-23,3002352,GES-23,
CTX-M-46,3001908,CTX-M-46,
OXA-119,3001775,OXA-119,
bmr,3003007,bmr,
QnrB68,3002780,QnrB68,
OXA-55,3001813,OXA-55,
SHV-31,3001089,SHV-31,
APH(3')-IVa,3002648,APH(3')-IVa,
rosA,3003048,rosA,
SHV-149,3001188,SHV-149,
QnrB56,3002769,QnrB56,
smeC,3003053,smeC,
MIR-4,3002167,MIR-4,
ANT(4')-IIa,3002624,ANT(4')-IIa,
QnrB40,3002755,QnrB40,
CMY-115,3002126,CMY-115,
OXA-192,3001766,OXA-192,
QnrS3,3002792,QnrS3,
AAC(6')-Iw,3002567,AAC(6')-Iw,
CTX-M-67,3001928,CTX-M-67,
VIM-10,3002280,VIM-10,
ErmT,3000595,ErmT,
OXA-210,3001487,OXA-210,
GES-16,3002345,GES-16,
TEM-45,3000914,TEM-45,
TEM-104,3000967,TEM-104,
QnrB12,3002726,QnrB12,
OXA-110,3001641,OXA-110,
KPC-6,3002316,KPC-6,
IND-15,3002270,IND-15,
SHV-34,3001092,SHV-34,
CTX-M-110,3001970,CTX-M-110,
OXA-82,3001635,OXA-82,
OKP-B-7,3002440,OKP-B-7,
TEM-141,3001004,TEM-141,
TEM-177,3001042,TEM-177,
CTX-M-109,3001969,CTX-M-109,
OXA-197,3001482,OXA-197,
tet(D),3000168,tet(D),
catII,3002684,catII,
OKP-B-12,3002445,OKP-B-12,
CTX-M-80,3001941,CTX-M-80,
lsaA,3000300,lsaA,
AAC(6')-Ic,3002549,AAC(6')-Ic,
EreD,3004608,EreD,
BEL-2,3002386,BEL-2,
CTX-M-85,3002495,CTX-M-85,
IND-5,3002261,IND-5,
tet(44),3000556,tet(44),
mef(B),3003107,mef(B),
QepA1,3000448,QepA1,
vph,3003061,vph,
SIM-1,3000846,SIM-1,
SAT-2,3002895,SAT-2,
FosA,3000149,FosA,
OXY-1-6,3002394,OXY-1-6,
ACT-20,3001841,ACT-20,
IMP-10,3002201,IMP-10,
OXY-5-2,3002412,OXY-5-2,
OXA-111,3001642,OXA-111,
adeA,3000774,adeA,
OXA-214,3001713,OXA-214,
mdtC,3000794,mdtC,
CTX-M-3,3001866,CTX-M-3,
evgS,3000833,evgS,
SHV-147,3001186,SHV-147,
mecA,3000617,mecA,
SHV-65,3001120,SHV-65,
LRA-2,3002485,LRA-2,
tet(Q),3000191,tet(Q),
tet(32),3000196,tet(32),
OXA-65,3001614,OXA-65,
OXA-170,3001470,OXA-170,
AAC(6')-Iq,3002560,AAC(6')-Iq,
ANT(4')-IIb,3002625,ANT(4')-IIb,
emrR,3000516,emrR,
CTX-M-52,3001914,CTX-M-52,
APH(3')-IIIa,3002647,APH(3')-IIIa,
SHV-126,3001173,SHV-126,
QnrB8,3002722,QnrB8,
BcII,3002878,BcII,
mtrC,3000810,mtrC,
OXA-53,3001810,OXA-53,
OXA-166,3001466,OXA-166,
SHV-94,3001146,SHV-94,
OXA-425,3003148,OXA-425,
IND-2a,3002258,IND-2a,
TEM-93,3000960,TEM-93,
QnrVC1,3002799,QnrVC1,
OXA-251,3001500,OXA-251,
GES-5,3002334,GES-5,
TEM-149,3001016,TEM-149,
dfrA22,3003018,dfrA22,
CTX-M-132,3001991,CTX-M-132,
VIM-24,3002294,VIM-24,
OXA-233,3001495,OXA-233,
OXA-223,3001669,OXA-223,
IMP-31,3002222,IMP-31,
CARB-1,3002240,CARB-1,
CMY-101,3002113,CMY-101,
AAC(6')-I30,3002588,AAC(6')-I30,
cmx,3002703,cmx,
oleD,3000865,oleD,
abeM,3000753,abeM,
QnrB69,3002781,QnrB69,
AAC(6')-Ib10,3002581,AAC(6')-Ib10,
CTX-M-26,3001888,CTX-M-26,
ANT(2'')-Ia,3000230,ANT(2'')-Ia,
CMY-26,3002037,CMY-26,
CMY-11,3002022,CMY-11,
MOX-6,3002185,MOX-6,
CTX-M-60,3001921,CTX-M-60,
AAC(3)-IIc,3002535,AAC(3)-IIc,
OXA-313,3001684,OXA-313,
TEM-193,3001053,TEM-193,
rmtG,3002668,rmtG,
IMI-4,3001861,IMI-4,
OXA-382,3001568,OXA-382,
mdsB,3000790,mdsB,
ANT(9)-Ia,3002630,ANT(9)-Ia,
OXA-99,3001649,OXA-99,
oleB,3003036,oleB,
KPC-22,3003180,KPC-22,
arlR,3000838,arlR,
CTX-M-92,3001952,CTX-M-92,
aadA22,3002619,aadA22,
OXA-257,3001694,OXA-257,
OXA-11,3001406,OXA-11,
dfrC,3002865,dfrC,
OXA-108,3001639,OXA-108,
OXA-315,3001686,OXA-315,
CTX-M-74,3001935,CTX-M-74,
OXA-390,3001576,OXA-390,
OXA-388,3001574,OXA-388,
IMP-3,3002194,IMP-3,
armA,3000858,armA,
OXA-121,3001443,OXA-121,
CMY-62,3002075,CMY-62,
TEM-124,3000986,TEM-124,
CMY-6,3002017,CMY-6,
OXA-19,3001414,OXA-19,
OXA-62,3001792,OXA-62,
SHV-167,3001204,SHV-167,
OXA-172,3001656,OXA-172,
QnrB15,3002730,QnrB15,
AAC(2')-Id,3002526,AAC(2')-Id,
OXA-89,3001625,OXA-89,
OXA-131,3001652,OXA-131,
DHA-6,3002135,DHA-6,
OXA-454,3003610,OXA-454,
aadA5,3002605,aadA5,
TEM-85,3000952,TEM-85,
ACC-3,3001817,ACC-3,
TEM-15,3000886,TEM-15,
OXY-2-4,3002399,OXY-2-4,
RbpA,3000245,RbpA,
IMP-7,3002198,IMP-7,
acrD,3000491,acrD,
cphA2,3003099,cphA2,
SHV-60,3001115,SHV-60,
SHV-125,3001172,SHV-125,
GES-15,3002344,GES-15,
CMY-18,3002029,CMY-18,
Erm(35),3000604,Erm(35),
cmlA6,3002696,cmlA6,
TEM-40,3000910,TEM-40,
SHV-19,3001077,SHV-19,
SHV-80,3001134,SHV-80,
CTX-M-103,3001962,CTX-M-103,
mdtN,3003548,mdtN,
CARB-7,3002246,CARB-7,
IND-12,3002268,IND-12,
PDC-6,3002505,PDC-6,
OKP-A-10,3002427,OKP-A-10,
SHV-26,3001084,SHV-26,
OXA-59,3001772,OXA-59,
MIR-17,3003173,MIR-17,
TEM-216,3001393,TEM-216,
CMY-112,3002123,CMY-112,
IND-9,3002265,IND-9,
IMP-15,3002206,IMP-15,
CTX-M-13,3001876,CTX-M-13,
TEM-157,3001023,TEM-157,
CTX-M-78,3001939,CTX-M-78,
FosB3,3002873,FosB3,
tet(K),3000178,tet(K),
SHV-63,3001118,SHV-63,
LRA-19,3002513,LRA-19,
GES-19,3002348,GES-19,
aadA7,3002607,aadA7,
SHV-13,3001072,SHV-13,
LEN-22,3002469,LEN-22,
SHV-135,3001179,SHV-135,
facT,3001313,facT,
QnrB26,3002741,QnrB26,
adeI,3000780,adeI,
vanH gene in vanD cluster,3002944,vanH gene in vanD cluster,
Bla1,3000090,Bla1,
MexH,3000807,MexH,
CcrA,3000578,CcrA,
THIN-B,3000851,THIN-B,
AcrF,3000502,AcrF,
AcrE,3000499,AcrE,
Plasmid-encoded cat (pp-cat),3002689,Plasmid-encoded cat (pp-cat),
Pseudomonas aeruginosa catB6,3002678,Pseudomonas aeruginosa catB6,
DHA-18,3002149,DHA-18,
CTX-M-44,3001906,CTX-M-44,
SHV-99,3001337,SHV-99,
TEM-199,3001058,TEM-199,
CARB-10,3002249,CARB-10,
IMP-40,3002231,IMP-40,
OXY-1-4,3002392,OXY-1-4,
SME-1,3002379,SME-1,
AAC(3)-Xa,3002544,AAC(3)-Xa,
ACT-27,3001847,ACT-27,
MOX-8,3002190,MOX-8,
CARB-12,3002250,CARB-12,
SHV-48,3001105,SHV-48,
TEM-75,3000941,TEM-75,
CMY-37,3002048,CMY-37,
SHV-107,3001156,SHV-107,
lnuF,3002839,lnuF,
MOX-3,3002186,MOX-3,
PER-6,3002368,PER-6,
LAT-1,3001857,LAT-1,
ACT-4,3001829,ACT-4,
OXA-224,3001806,OXA-224,
dfrA10,3003011,dfrA10,
cphA8,3003104,cphA8,
VEB-6,3002374,VEB-6,
APH(6)-Ia,3002657,APH(6)-Ia,
CMY-49,3002060,CMY-49,
baeR,3000828,baeR,
OXA-209,3001809,OXA-209,
LEN-4,3002472,LEN-4,
CMY-108,3002120,CMY-108,
ACT-12,3001834,ACT-12,
smeA,3003051,smeA,
QnrA2,3002708,QnrA2,
OXA-423,3003161,OXA-423,
SME-3,3002381,SME-3,
QnrB64,3002776,QnrB64,
IMP-28,3002219,IMP-28,
NDM-3,3002354,NDM-3,
CMY-45,3002056,CMY-45,
OXA-33,3001427,OXA-33,
EreA2,3002826,EreA2,
vatE,3002844,vatE,
SHV-85,3001139,SHV-85,
VIM-32,3002302,VIM-32,
IMP-38,3002229,IMP-38,
TEM-160,3001026,TEM-160,
AAC(6')-Iaa,3002571,AAC(6')-Iaa,
SHV-51,3001108,SHV-51,
TEM-168,3001034,TEM-168,
TEM-130,3000994,TEM-130,
OXA-67,3001437,OXA-67,
TEM-81,3000948,TEM-81,
OXA-249,3001674,OXA-249,
SHV-143,3001344,SHV-143,
PER-5,3002367,PER-5,
CMY-16,3002027,CMY-16,
OXA-421,3003117,OXA-421,
GES-2,3002331,GES-2,
SHV-104,3001153,SHV-104,
aadA3,3002603,aadA3,
rmtC,3000861,rmtC,
ACT-14,3001836,ACT-14,
amrA,3002982,amrA,
CMY-22,3002033,CMY-22,
dfrE,3002875,dfrE,
Erm(43),3003205,Erm(43),
APH(3')-Vb,3002650,APH(3')-Vb,
ErmB,3000375,ErmB,
smeR,3003066,smeR,
OXA-78,3001645,OXA-78,
norA,3000391,norA,
SHV-140,3001182,SHV-140,
VIM-13,3002283,VIM-13,
SHV-187,3003154,SHV-187,
mtrA,3000816,mtrA,
OKP-B-20,3002453,OKP-B-20,
aad(6),3002628,aad(6),
CTX-M-63,3001924,CTX-M-63,
QnrB16,3002731,QnrB16,
ACT-18,3001839,ACT-18,
FosB,3000172,FosB,
OXA-183,3001475,OXA-183,
OXA-205,3001483,OXA-205,
SHV-110,3001159,SHV-110,
OXA-91,3001627,OXA-91,
OXA-17,3001412,OXA-17,
AAC(6')-32,3002586,AAC(6')-32,
SHV-123,3001170,SHV-123,
QnrB9,3002723,QnrB9,
catIII,3002685,catIII,
ACT-3,3001823,ACT-3,
dfrA5,3002861,dfrA5,
QnrVC6,3002803,QnrVC6,
CMY-73,3002086,CMY-73,
CTX-M-32,3001894,CTX-M-32,
OXA-10,3001405,OXA-10,
QnrB50,3002765,QnrB50,
PER-3,3002365,PER-3,
QnrB27,3002742,QnrB27,
CMY-64,3002077,CMY-64,
dfrA14,3002859,dfrA14,
CMY-99,3002070,CMY-99,
mecB,3003440,mecB,
OXA-24,3001419,OXA-24,
SHV-2A,3001061,SHV-2A,
OXA-101,3001439,OXA-101,
SHV-23,3001081,SHV-23,
LRA-1,3002482,LRA-1,
AAC(6')-Iai,3002575,AAC(6')-Iai,
SHV-86,3001140,SHV-86,
CTX-M-84,3001945,CTX-M-84,
cphA5,3003101,cphA5,
CTX-M-16,3001879,CTX-M-16,
QnrC,3002787,QnrC,
OXA-74,3001798,OXA-74,
SME-4,3002382,SME-4,
ErmR,3000594,ErmR,
CMY-38,3002049,CMY-38,
TEM-194,3001054,TEM-194,
APH(2'')-IIa,3002635,APH(2'')-IIa,
CTX-M-152,3002009,CTX-M-152,
vanE,3002907,vanE,
OXA-362,3001549,OXA-362,
L1 beta-lactamase,3000582,L1 beta-lactamase,
CTX-M-156,3003164,CTX-M-156,
SHV-45,3001103,SHV-45,
SAT-4,3002897,SAT-4,
MexT,3000814,MexT,
MexD,3000801,MexD,
tet(41),3000569,tet(41),
GIM-2,3003194,GIM-2,
lmrD,3002882,lmrD,
OXA-179,3001473,OXA-179,
vgaE,3002833,vgaE,
CTX-M-95,3001955,CTX-M-95,
SHV-154,3001193,SHV-154,
TEM-197,3001056,TEM-197,
IMP-13,3002204,IMP-13,
CTX-M-71,3001932,CTX-M-71,
CTX-M-53,3001915,CTX-M-53,
catQ,3002687,catQ,
EXO-1,3003564,EXO-1,
vanX gene in vanF cluster,3002952,vanX gene in vanF cluster,
vanR gene in vanC cluster,3002922,vanR gene in vanC cluster,
MUS-1,3000843,MUS-1,
vanX gene in vanD cluster,3003070,vanX gene in vanD cluster,
OprA,3003039,OprA,
vanS gene in vanE cluster,3002935,vanS gene in vanE cluster,
CMY-78,3002091,CMY-78,
QnrB57,3002770,QnrB57,
MOX-7,3002189,MOX-7,
CMY-111,3002122,CMY-111,
SHV-84,3001138,SHV-84,
MIR-14,3002179,MIR-14,
OXA-203,3001664,OXA-203,
clbC,3002816,clbC,
arnA,3002985,arnA,
SHV-70,3001124,SHV-70,
ACT-23,3001828,ACT-23,
TEM-139,3001003,TEM-139,
CTX-M-2,3001865,CTX-M-2,
DHA-21,3002152,DHA-21,
CMY-15,3002026,CMY-15,
AAC(6')-If,3002553,AAC(6')-If,
IMP-20,3002211,IMP-20,
vanT gene in vanG cluster,3002972,vanT gene in vanG cluster,
vanR gene in vanG cluster,3002926,vanR gene in vanG cluster,
tet(S),3000192,tet(S),
AAC(6')-Ip,3002559,AAC(6')-Ip,
SHV-95,3001147,SHV-95,
TEM-117,3000980,TEM-117,
CTX-M-79,3001940,CTX-M-79,
AAC(6')-IIa,3002594,AAC(6')-IIa,
OKP-B-4,3002437,OKP-B-4,
OXA-258,3001503,OXA-258,
OXA-375,3001561,OXA-375,
CARB-8,3002247,CARB-8,
OKP-B-17,3002450,OKP-B-17,
ACC-1,3001815,ACC-1,
adeK,3000782,adeK,
ramA,3000823,ramA,
TEM-80,3000947,TEM-80,
CMY-68,3002081,CMY-68,
TEM-211,3001388,TEM-211,
QnrA6,3002712,QnrA6,
AAC(6')-It,3002564,AAC(6')-It,
CTX-M-5,3001868,CTX-M-5,
GES-18,3002347,GES-18,
OXA-49,3001671,OXA-49,
macA,3000533,macA,
APH(4)-Ib,3002656,APH(4)-Ib,
aadA24,3002621,aadA24,
QnrB67,3002779,QnrB67,
LEN-18,3002465,LEN-18,
SHV-40,3001098,SHV-40,
OXA-34,3001428,OXA-34,
CTX-M-90,3001950,CTX-M-90,
OXA-317,3001688,OXA-317,
CMY-31,3002042,CMY-31,
TEM-143,3001006,TEM-143,
OXA-353,3001540,OXA-353,
DHA-5,3002138,DHA-5,
TEM-135,3000999,TEM-135,
OCH-6,3002519,OCH-6,
ACT-28,3001848,ACT-28,
Erm(39),3000602,Erm(39),
MIR-1,3002166,MIR-1,
FosK,3003207,FosK,
CMY-57,3002068,CMY-57,
SHV-111,3001160,SHV-111,
OXA-142,3001803,OXA-142,
QnrB4,3002718,QnrB4,
TEM-115,3000978,TEM-115,
AQU-1,3002993,AQU-1,
IMP-41,3002232,IMP-41,
ErmW,3001306,ErmW,
OXA-73,3001785,OXA-73,
OXA-398,3001584,OXA-398,
OXA-230,3001693,OXA-230,
ceoA,3003009,ceoA,
tap,3000343,tap,
TEM-184,3001375,TEM-184,
IMP-44,3002235,IMP-44,
TEM-101,3000964,TEM-101,
FOX-4,3002158,FOX-4,
SHV-73,3001127,SHV-73,
OXA-42,3001769,OXA-42,
CTX-M-66,3001927,CTX-M-66,
OXA-235,3001676,OXA-235,
mphB,3000318,mphB,
SHV-151,3001190,SHV-151,
OXA-415,3001606,OXA-415,
IND-4,3002260,IND-4,
vatA,3002840,vatA,
